CompanyID,AnalystCuratedVertical,Segment,Subsegment,ACVReportLastUpdated,RowID,LastUpdated
500612-86,Food & Beverage CPG,CPG Food - Shelf Stable,Culinary ingredients,Q4 2024,8529f916b6c616b913b55f584425899fd4b138fb757bb4b60e465f244dea75a7,12/09/2024
226702-81,Foodtech,eCommerce,Restaurant Marketplaces,Q4 2024,32306c022655508f5bcb74574ca7f53445d266ce1dcba4dba8ee8405f55def4b,12/11/2024
277576-03,Food & Beverage CPG,CPG Beverages,Functional beverages,Q4 2024,56553ff35a641e0c88a710b2737771600c56149ad7ce4e1044736ea29dd3edf5,12/09/2024
234076-60,Artificial Intelligence and Machine Learning,Horizontal Platforms,AI Automation Platforms,Q4 2024,a5e1cbce67b0ba583ec33a568ba077aa12dd2b7abb24f8f52396dc8ba0adea06,12/09/2024
234076-60,Enterprise SaaS,Knowledge Management Systems (KMS),Content Services,,e98215ba08f11bd4e0e3f5f797f5d02a67f404e15c412976204511fe5ccc1717,12/09/2024
224491-60,Crypto,DeFi,"Lending, borrowing, and yield generation",Q4 2023,73c6f8281d786a3d6d3b9bf925ae16893ba1067c1ee49a38c1036c73f8d6b77d,12/09/2024
229652-83,Food & Beverage CPG,CPG Beverages,Alcohol,Q4 2024,40dab26d8496765ea273c92af5c49aed630a7a08dc9d5690b5caabf8d0299c2d,12/09/2024
439050-16,Crypto,DeFi,"Lending, borrowing, and yield generation",Q4 2023,e0c23e59b7ce3adc03e563e113bf8ac6caac32a3ccc9191d033df371ad4d03b1,12/09/2024
484022-17,Retail FinTech,Wealthtech,Brokerage,Q2 2024,6fb3267ee8825e4c0d58a4e83660d76cee3d1a8958d0c61074f605e016b4f80b,12/09/2024
431677-18,Artificial Intelligence and Machine Learning,Vertical Applications,Financial Services,Q4 2024,7fdd33cc6e6ded02d26d7a1e2ff0c9128ff5406f47758a8e64f90a147998d243,12/09/2024
399605-23,AgTech,Precision Ag,Farm Management Software,Q4 2024,9c2a26b498193dcfb5d82a0439c0ae8d2de76763d593ec8dd57fd9270e48b46b,12/09/2024
503928-82,Foodtech,eCommerce,Online Grocers,Q4 2024,6a13a3932a637ab5c9f1d1ef121ddd575c02cd816113b947da9091133765d98f,12/11/2024
277208-56,Artificial Intelligence and Machine Learning,Vertical Applications,Industrial,Q4 2024,57d7c98a0587448d0d6739521321a4b110856af500ab6a495a7e7bc0be96e4f9,12/09/2024
277208-56,Enterprise SaaS,Supply Chain Management (SCM),Supply Chain Execution,,d04383d11e699d36f692457d07322d017fdd3aed79a50bb673990e6e98b74f06,12/09/2024
530471-98,Enterprise Fintech,Payments,Payment platforms & POS,Q2 2024,825d3acddf8e694cced09fbefcdd3cc19180ceb464d630358add4fa94b859398,12/09/2024
530471-98,Fintech,Payments,Payment platforms & POS,Q3 2024,4ad5d6bff81900068c9d1306503ed7398a7816159d8e2ce6fd1995ef5270209c,12/09/2024
230391-64,Artificial Intelligence and Machine Learning,Horizontal Platforms,AI Automation Platforms,Q4 2024,0db221349ac37211fe113df1da0fb9907af9adcb8c5ea09f7d7cb0fd9b4a89d7,12/09/2024
230391-64,Data Analytics,Analytics Platforms,Analytics & Business intelligence,Q3 2024,d45c15ac0df32cc473b140007e24f38358808ae489d2a323848fd699c1a247f1,12/09/2024
230391-64,Enterprise SaaS,Enterprise Resource Planning (ERP),Enterprise Asset Management,,89797151fb9e00e2013eb964bebeb5fe35d7505b312b58292123f1e58793f6e0,12/09/2024
232603-48,AgTech,Precision Ag,Robotics & Smart Field Equipment,Q4 2024,f9ab3766c325290690286b9bf80b0bfc7764dd45142af528659163f548bc00a7,12/09/2024
436100-50,Mobility,Ride Hailing,Ridehailing Platforms,Q4 2024,27aa8e2676505a021a9022676085be13dfb8117ba5582c0f90205ce5acc1a6b2,12/14/2024
98420-77,Enterprise Fintech,Payments,Payment platforms & POS,Q2 2024,cc2d64a6b056463e9b2a4d8fc02557d09c8e8202855ae9000bceb66f125a2c9f,12/09/2024
98420-77,Fintech,Payments,Payment platforms & POS,Q3 2024,33ac8cd7b733bded11e1c61f4e45db6b8223963e1f4fb09cb8f34b3567391a03,12/09/2024
123118-48,Clean Energy,Intermittent Renewable Energy,Solar - Photovoltaic,Q3 2024,f8ebe3d238d8ea6a6e232a1417d47b02d836e39007bb0ca0a6b3eaee9226a05e,12/09/2024
520510-78,Foodtech,Restaurant & Retail Tech,Sales & Operations Tech,Q4 2024,c3e125e6845083cd3109bcc2158afc44122c004b6b941be33637a611fd3fe7fc,12/11/2024
497285-92,Enterprise Fintech,CFO Stack,"Accounting, tax, & compliance",Q2 2024,cb37b77b6408a7de588d67382bd2043cb9904547ac9c1caef52c5b69a80aaf77,12/09/2024
497285-92,Fintech,CFO Stack,"Accounting, tax, & compliance",Q3 2024,a06814ddfefa09e690518de74d10013b6ab5c7b00d487603337981de98e08da4,12/09/2024
530464-60,Foodtech,eCommerce,Restaurant Marketplaces,Q4 2024,f84f4a15d9c875b905e9aacf3c3e977e81857d87549b4bcf3b08fabaf48ff37b,12/11/2024
290118-07,Foodtech,eCommerce,Online Grocers,Q4 2024,d3d2865f0f559bcd5a8752ef7a0310da111e42821753bf50fd36af76fb4f6f5e,12/11/2024
264681-46,Artificial Intelligence and Machine Learning,Vertical Applications,IT,Q4 2024,6e894262c44ca30976ac45a90e4fa5a8088c340e4edad8059d96e13cf0aff843,12/09/2024
493231-87,Digital Health,Telehealth,Primary and General Care,,bcf23194aa3f0d4fd44e4791ca5cd79621a81427d6ee93800b851596b0910c53,12/09/2024
520510-96,AgTech,Precision Ag,Farm Management Software,Q4 2024,d1e596030b47997e4bf48ab47cc0880d55181ef6117b8371617fa8d8ec5a437e,12/09/2024
588711-16,AgTech,Precision Ag,Drones & Imagery Analytics,Q4 2024,83521b802cbac81c1782e2d7acc4514a00b1bbbaaa68c2f0101b2c8bce366415,12/09/2024
588711-16,Artificial Intelligence and Machine Learning,Vertical Applications,Industrial,Q4 2024,624cb1bf1b10df0fe4bf678f746b9e0eae9c7a5f51b6c11bd00ab288b9b79b83,12/09/2024
264683-53,Foodtech,Discovery & Review,Kitchen Enablement Software,Q4 2024,248e128fa1f4a0f32a676e54e84693e7faa0a540a16364201f024448c2c71b4e,12/11/2024
87365-26,Gaming,Content,Games & platforms,Q3 2024,ce45a3708e3b00f4e7ff236009ae50881ab62c8d759c964c7de099bf75390b43,12/09/2024
496547-29,Enterprise Fintech,Commercial finance,Non-dilutive finance,Q2 2024,ed5d9dad42763f5ac4e2b8fbe5b72b3e513512b43d917a7d646a791bd51fad57,12/09/2024
496547-29,Fintech,Commercial Finance,Non-dilutive financing,Q3 2024,a1a07a64c69bf7d06c45d263f4bbdacef71300da430d1783611a1eb229d2bfb2,12/09/2024
266527-27,Crypto,Access,"Exchanges, wallets, and crypto financial services",Q4 2023,83a493c9b96114d3e75dd55c560225b15c513a17da55f7fdc71953a91b0d7dcc,12/09/2024
264682-99,Foodtech,eCommerce,Online Grocers,Q4 2024,68529ea4b04929d3f15ea72999b0f518dec902c95c1f92fe5faa5f78b251e1a1,12/11/2024
439778-08,Foodtech,eCommerce,Online Grocers,Q4 2024,647a8c79d96ec582c6aad767dee9cc5877d54372daa67b554bc407925a87691f,12/11/2024
510556-78,Retail FinTech,Credit & Banking,Credit & BNPL,Q2 2024,6b3175b8856099c56661e07c8e95d5451262b3d1345e552a8a7795f7664115a4,12/09/2024
539309-89,Information  Security,Security Operations,Security Risk Assessment & Management,Q4 2024,93a772a14d76e9df5e1ce0e2569a73e50a755b6b3020d0c8e1bd28bc3b1031f7,12/09/2024
343202-05,Enterprise Fintech,Capital Markets,Alternative capital,Q2 2024,cb47dac958de10a5ac6b106531b14a91ef6e6465bdb8617a583de660a9b71cbe,12/09/2024
343202-05,Enterprise SaaS,Enterprise Resource Planning (ERP),Manufacturing and Operations,,a1208bcb83095959b691424c712b2de9100326a70e81682ce4be023c9f7109d4,12/09/2024
343202-05,Fintech,Capital Markets,Alternative capital,Q3 2024,8e0ce49cdcde0921aa64197676939119c68edee5bda9c1d038b308c971cd4e0f,12/09/2024
484752-07,Digital Health,Digital Care and Treatments,Pain and PT/MSK,,14d4e7865eba85e7f476820d96a693fdec35e8eb201577b03f6a38958103af56,12/09/2024
458581-24,AgTech,Animal Ag,Livestock & Land Animal Technology,Q4 2024,ba6c3e92798c85b846021ecefae304efda88c917449e628726237c6eb082a535,12/09/2024
149298-94,Mobility,Micromobility,Vehicle Suppliers,Q4 2024,919110b725715b0e89591797ba88e11e2c76c4383e1e0790e8cb04325a7ad87d,12/14/2024
268365-97,Artificial Intelligence and Machine Learning,Vertical Applications,Industrial,Q4 2024,c38db436ed348575b555074a8cf40093ff03d377ccc43cb8fb543fec48bd1cf3,12/09/2024
60455-08,Artificial Intelligence and Machine Learning,Vertical Applications,IT,Q4 2024,bdf9338c1405ef76ca15510c5e5041422a6400420712bd718de55eeac77102bf,12/09/2024
60455-08,Data Analytics,Vertical Applications,IT,Q3 2024,f0afcf21f1f6d364a61196fe861b928b810cc3f0eba96c84e9f866cf425d8c17,12/09/2024
60455-08,E-Commerce,Horizontal Platforms,Analytics & CDPs,Q3 2024,589af19d444ef838408c9ed9e6125e985cee56643ad4e53819ee9796f365ea9b,12/09/2024
60455-08,Enterprise SaaS,Analytic Platforms (AP),Analytics and Business Intelligence Platforms,,f11cd5103cf55d0d3ed4b69bc58ca796a6aad2caead0e7b9d6848d1db8d988e5,12/09/2024
502819-48,Enterprise SaaS,Enterprise Resource Planning (ERP),Enterprise Asset Management,,ffca5a114f1f8eca436db711dc10e5a8def0c7a8ef8ad86766e3585038f83fc7,12/09/2024
506872-36,Enterprise SaaS,Customer Relationship Management (CRM),Digital Commerce,,c5690fa930965ac086c066cb05cf105c638905dc567349f77cbf922b379771ac,12/09/2024
495075-70,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,1c5ce6c1cc90f555393cda845b0ee29a68b39ac5e3a2989cc4a55d9391fb3614,12/09/2024
495075-70,Internet of Things,Connected Services,Smart Cities,Q3 2023,d77460fb2ceaca5363bfa74d7a0a132557d099b8e0f4039ea96995e8bb5347ef,12/09/2024
117594-19,AgTech,Precision Ag,Robotics & Smart Field Equipment,Q4 2024,214f1ac19c19b879395156e215d33ac2893e5e3b3c90beced19422e4b2fe3b6f,12/09/2024
117594-19,Artificial Intelligence and Machine Learning,Vertical Applications,Industrial,Q4 2024,bc1691fe2ee5e421bf7c73fcd7d9a05f6bdf8ae63f78abff15cbe0f759c24efd,12/09/2024
117594-19,Enterprise SaaS,Enterprise Resource Planning (ERP),Manufacturing and Operations,,0151f140f74b5d9b7c805d9d198062c07669c32ee7a963ae98dee3a4f703054d,12/09/2024
95109-49,Artificial Intelligence and Machine Learning,Horizontal Platforms,AI Automation Platforms,Q4 2024,3d5b888dee5938a4f4c9b88df09faca7df8757a9a2a10bfb844c7eb6d2a1a6ec,12/09/2024
96214-87,Enterprise Fintech,CFO Stack,Expense management & AP/AR automation,Q2 2024,746f3fb4da0e838920c9c59ddbbbb4d9960d21cb85d68747c28462dc4a6c5550,12/09/2024
96214-87,Fintech,CFO Stack,Expense management & AP/AR automation,Q3 2024,5347f0a36194038753414ce568a3e433782c328cf6c26cd99b0b2ac647e067a3,12/09/2024
588709-72,Enterprise Fintech,Payments,Payment platforms & POS,Q2 2024,5101f120e9aa5d5eb3bb97ed4d8c1214a4cf0ba5c25bf9d2d888f7cba6863597,12/09/2024
588709-72,Fintech,Payments,Payment platforms & POS,Q3 2024,393255adfcb0364c518807056be7db2b7f78a6b088807632b30028a527b39afb,12/09/2024
85523-95,Gaming,Content,"Publishers, developers, studios",Q3 2024,30fe162c07ca7b974c956fdf0a455f7c09288bb11c47fd01856293e72249da9a,12/09/2024
184323-16,Internet of Things,Industrial IoT,Manufacturing & Supply Chain,Q3 2023,c2860f666a08d10c4d6777e1045814e83a94976df73d811320d7811266d6b85d,12/09/2024
230772-52,Artificial Intelligence and Machine Learning,Vertical Applications,Healthcare,Q4 2024,54dbe7e1e10f4fb0087a4da42026412681c6bb99b0d8e038ba4122c0e0e43f6b,12/09/2024
472235-32,Artificial Intelligence and Machine Learning,Vertical Applications,Healthcare,Q4 2024,351146d8b5b1f694ee73e1fb598c4cd2e42557be02c35f3d30290cac692723d1,12/09/2024
265793-77,AgTech,Agrifinance & eCommerce,Agribusiness Marketplaces,Q4 2024,e8ea17a421e5782cd37cfd38e6c3a21cc2a8334e173561ae59bd1fcf6b5c29a3,12/09/2024
265793-77,Foodtech,eCommerce,Online Grocers,Q4 2024,443a55770d8c5471fcff07891a3f91fc88ab4ad553cf9f5cde658691cc522f24,12/11/2024
469286-47,Digital Health,Telehealth,Specialty Telemedicine,,0dad4c5a3cc5d4ddb3b9b829163a90c3daf383dcebd64c1d1c426b2f57037755,12/09/2024
230772-79,Artificial Intelligence and Machine Learning,Vertical Applications,Financial Services,Q4 2024,7746bf2381ed72e25fb54364f8ab001f5153a2561fae6d43c7e80f0987292baa,12/09/2024
528637-96,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,21506efc7d1e7aaef5d3e012001df3d91992b880075a5ea17ceefa6283ce7e9c,12/09/2024
230772-34,Foodtech,Restaurant & Retail Tech,Sales & Operations Tech,Q4 2024,957261d72e3b97d19aa7ea74b6967c11623a3a3b548d864a75e14166ac7d663d,12/11/2024
433528-39,Food & Beverage CPG,CPG Beverages,Soft drinks & juices,Q4 2024,76f4f25c326c0cb45d697ea8dc63421dc458d984f7bd378d4d100cf9e7360884,12/09/2024
102114-46,Supply Chain Tech,Enterprise supply chain management,ERP & inventory management,Q3 2024,79729311a3a254a98bf3f7c3591859a113486009f1c4e269891cea9ad9ad6e78,12/09/2024
124235-02,Medtech,Surgical Devices and Tools 2,Other Surgical Devices,Q4 2024,19ce9177aed4dfaf20e582425a70499be1663b175d43b6569abe0823fa87b744,12/09/2024
459334-36,Enterprise SaaS,Supply Chain Management (SCM),Supply Chain Execution,,8bc7384df7110eb625abaf7e95d030db41f10c139e70ec603cdeae239d992654,12/09/2024
459334-36,Internet of Things,Industrial IoT,Manufacturing & Supply Chain,Q3 2023,67f95108abfe77f789984c1e7b0e99e7d412a3797f92ce3d09a4cb730a648adf,12/09/2024
459334-36,Mobility,Last-Mile Delivery,,Q4 2024,cdd8426e2670123b41ddd15bf1e7f8633fca055a8efeb5015e575909e2f93e73,12/14/2024
459334-36,Supply Chain Tech,Last-mile delivery,Delivery services,Q3 2024,db527f09aa11e5260d7772d03b48a881dce705a9e47276c4068708c3460b273f,12/09/2024
169575-85,Artificial Intelligence and Machine Learning,Vertical Applications,IT,Q4 2024,eefe532bc06f2d4d6091d3edbaf208675e7d336778fc625cb658401576276e5a,12/09/2024
169575-85,E-Commerce,Purchase Venue,Conversational commerce,Q3 2024,6fc3c2626d1509d44421f16f6ec19bd55de91682400734261c4eec764f3fec46,12/09/2024
530111-80,Supply Chain Tech,Enterprise supply chain management,Other SCM,Q3 2024,e749bef78379a5a0548180abedf2211a56ae96b61babe05632a03a6984d0fca7,12/09/2024
529743-25,E-Commerce,Post-purchase,Returns & reverse shipping,Q3 2024,a5bf1efeb38edb217b46e273d2d742fb5f7dfe26a84b5cc920d1e1c4b85e5f39,12/09/2024
399613-96,AgTech,Precision Ag,Drones & Imagery Analytics,Q4 2024,c5b0f7a4a54f657c2f8c4e96a0a3fffb0db8b304097eeeaae5fb2db8e83e0fda,12/09/2024
399613-96,Artificial Intelligence and Machine Learning,Vertical Applications,Industrial,Q4 2024,09a2b954b8f4c2db22b3d1c846d87875966a47df3671bbd6a054e1a0e9b41319,12/09/2024
235197-28,Clean Energy,Intermittent Renewable Energy,Solar - Photovoltaic,Q3 2024,cbd777d6d198345bbab44527af3a8ca59ce394dc7140164a8443514362cdf5a5,12/09/2024
264689-65,Food & Beverage CPG,CPG Beverages,Bottled water,Q4 2024,b25db25f4e732d73f518593707b74d36c435068b2a279cc268f91db40799e092,12/09/2024
172893-88,Enterprise SaaS,Enterprise Resource Planning (ERP),Financial Management Systems,,7032fd74de600cc28ff24289acbccbc94ddcc9f1e1aa2d173159d092ab5ff077,12/09/2024
525688-39,Food & Beverage CPG,CPG Beverages,Functional beverages,Q4 2024,da970c1c5439f06e3fd079020a0c47b8f7ea40deb90c026fa6733458dafa370a,12/09/2024
433529-56,Food & Beverage CPG,CPG Beverages,Coffee and tea,Q4 2024,f03a5e3cd7b09b4a8bcd8faebc300e859a207ab3e5bd414bd3db6b5f54f025e7,12/09/2024
264689-11,Foodtech,eCommerce,Restaurant Marketplaces,Q4 2024,ff657d8e559c80bc3d3039961ee3d3c7b0f4bbb8d24e96d231e3d42b8bd07fbe,12/11/2024
175105-00,Artificial Intelligence and Machine Learning,Autonomous Machines,Intelligent Robotics,Q4 2024,9c9bf4af446c6bce95ae563bc8739b871cd5edb26cc26bf6da77c6c0ca0fe61d,12/09/2024
175105-00,Clean Energy,Intermittent Renewable Energy,Solar - Photovoltaic,Q3 2024,0d34e70b9fa29052bcef3f86bb1aa0bdb8a39b689761d4c14670d20524ec5c72,12/09/2024
497302-93,Artificial Intelligence and Machine Learning,Horizontal Platforms,Computer Vision,Q4 2024,62cfe79814d4e9a7ea981ab0e1eface0ee14805b36f06b5c9bdb129540167fa6,12/09/2024
496568-98,Retail FinTech,Consumer Payments,Wallets & super apps,Q2 2024,24f2399f917ee94075d676466120c87ac5aab1c211a3d6a53e816028a4a72dc4,12/09/2024
465233-77,Retail FinTech,Consumer Payments,Loyalty & rewards,Q2 2024,bfa495b67c0e02dda515017344fac6b0f03c115a068de98796c5ab5d371a01d6,12/09/2024
268002-19,Data Analytics,Vertical Applications,IT,Q3 2024,2c2fc8a9027d3728df4a843bd278e6b610d6fffd033bcae8ae9617d73024ad57,12/09/2024
264684-16,Food & Beverage CPG,CPG Beverages,Coffee and tea,Q4 2024,2368d08cce71271c3dab48de0575b1397d3fdd0605f0c66a5c00a25703235623,12/09/2024
267265-18,Foodtech,Alt-proteins,Plant-based Proteins,Q4 2024,bc0e6c31a6ca31bd319670bc9098b1ff8f5223abb2242bc53eba73e904fcf3e7,12/11/2024
433899-46,Enterprise SaaS,Customer Relationship Management (CRM),Digital Commerce,,7e7dd64799235fef8c87425b88e241d1a4e20e2f91d5245262cd14a660f04069,12/09/2024
399616-12,Enterprise Fintech,CFO Stack,Expense management & AP/AR automation,Q2 2024,81bd4d97768778dd96a273cec625d031bcf9cfaac0371390e35ab0075de7b4cb,12/09/2024
399616-12,Fintech,CFO Stack,Expense management & AP/AR automation,Q3 2024,e37c48dd2bdc22332f29da7095e9919f5a596d103582145d76f0d7cbe0fb2783,12/09/2024
230033-98,AgTech,Ag Biotech,Plant Biotech,Q4 2024,38e023101be2c2f5cb22e8092c93617e302a648b5108544b014c56381d59a33d,12/09/2024
570296-17,Enterprise SaaS,Enterprise Resource Planning (ERP),Manufacturing and Operations,,6324313415b11d3592e53aebbf286558cd54666384dffa52b97b33dc1996b4b7,12/09/2024
592781-95,AgTech,Precision Ag,Farm Management Software,Q4 2024,345822e4b83fbff2d31cc6d10ba5388589d2b68345aa8c186558b6ee0c2f737d,12/09/2024
164417-05,Artificial Intelligence and Machine Learning,Vertical Applications,IT,Q4 2024,7a405e3109244cce6cee97f300edd6fae3448dec9355781edc017ddd5f631d8a,12/09/2024
433900-99,Enterprise Fintech,Alternative Lending,Commercial lending,Q2 2024,2fa4d35bec697e9338203a5102a5485b87fbd1beab7d21f3d88f106bd110e700,12/09/2024
433900-99,Fintech,Alternative Lending,Commercial lending,Q3 2024,c1d84838a3f99c280adad5d72145c4790644d276b3ef6f0518b1ef14c2dae5e2,12/09/2024
481454-83,Fintech,Payments,Payment platforms & POS,Q3 2024,c653a581058864dab6a67d34eaf1546dd876b0f7a17a33b1f0c96ef6ef5c5b69,12/09/2024
453438-46,Foodtech,Restaurant & Retail Tech,Ghost Kitchens,Q4 2024,ba48fda3b712136e53e0e3116b2ebf9dd85b25b9f8af8400ae31f502cf43631d,12/11/2024
384492-25,Infrastructure SaaS,IT Ops,IT Operations Management,,c934400c04af66c58fa4ac60134f2fbe3d7b7aba6878063cba00be216b289b9d,12/09/2024
481454-56,Digital Health,Telehealth,Teletherapy and Behavioral Health,,6fe515bdc26354b6b2f9fc38f09c15c36be58b7f146de2482abf58aadb19b548,12/09/2024
472229-83,Carbon and Emissions Tech,Carbon Tech (cont'd),Voluntary Carbon Market Infrastructure,Q3 2024,341a51e713c86ded394a189fef033851455a6ea7142f3893bfb6520c65f90919,12/09/2024
519784-66,Fintech,CFO Stack,Expense management & AP/AR automation,Q3 2024,d0bbde2aa9ae3e32bf6f0b3afca05165bee63198cdda44bde7ae7487ec1bb256,12/09/2024
568445-68,Artificial Intelligence and Machine Learning,Horizontal Platforms,AI Automation Platforms,Q4 2024,3f67945b511c8203681844e62a8215cf660f4e7a8ddc27033dbb846a44dc4b1d,12/09/2024
568445-68,Data Analytics,Analytics Platforms,Analytics & Business intelligence,Q3 2024,49a0a821a831525a9f88a6be097a293e09366591a53728927c9a593c50079b9e,12/09/2024
568445-68,Infrastructure SaaS,Data Software & Systems,Data Management Software,,fb119d955004b8fc6c255b56bfd5ed495d590c8bff2e2c6701ef13fc572e69a8,12/09/2024
503565-13,Retail FinTech,Credit & Banking,Digital banking,Q2 2024,95d20153e0534a2cafb6b250d28438aebb14eff6331ae70ebfd3685094576de1,12/09/2024
617476-69,Foodtech,Restaurant & Retail Tech,Sales & Operations Tech,Q4 2024,c1c73ea76f0873589f5bf7ff911f352b59c8a7a6919639614d35b42fda9190cd,12/11/2024
277595-29,AgTech,Precision Ag,Drones & Imagery Analytics,Q4 2024,f6ca07578086f55ea6a35c5e57545a8a2682485eaf32b4a46e5b1104facd1f61,12/09/2024
438682-87,AgTech,Animal Ag,Livestock & Land Animal Technology,Q4 2024,5386afda63705b7f41b5807c3661e1ee6970810981de7b4bd436fa76aa33ef85,12/09/2024
169950-43,Foodtech,Food Production,Sustainable Packaging,Q4 2024,122776799a408f2140a7b802da8cdd78fa00cddb3efde40cdbdb4a678609231e,12/11/2024
224144-29,Food & Beverage CPG,CPG Food - Fresh,Dairy products & alternatives,Q4 2024,ae6903f56205b84d88738899b614450808f3e564dc9a7f3a9d93bcce6aec50b4,12/09/2024
224144-29,Foodtech,Bio-engineered Foods,Functional Foods,Q4 2024,19bc0fa068f856c8762ab1d93db221f10f4085b8e5ebca14342ffbfb0ff48b22,12/11/2024
498402-55,Enterprise Fintech,Payments,Payment platforms & POS,Q2 2024,454ce5e955026b4e5c36b5b1ca20832218b87963548c95a32fdd21f48b3e25d6,12/09/2024
498402-55,Fintech,Payments,Payment platforms & POS,Q3 2024,1a10b8fd1fb318230a436ad77438f42a59ef440e993a94587b0289af71f9b655,12/09/2024
542271-25,Fintech,Payments,Cross border and FX,Q3 2024,2a3cd121c3595ab09356abf06838259ab119381cb1b618da16ff8e6bafc0c365,12/09/2024
399240-01,Food & Beverage CPG,CPG Food - Fresh,Dairy products & alternatives,Q4 2024,29b503ecb62fec2f0ddf3f0a933b3f12f96c340c01393b90ad5a02dbf1930b0c,12/09/2024
399240-01,Foodtech,Alt-proteins,Plant-based Proteins,Q4 2024,f426f440ae91ed39d7f35defb7f59fbd5fac462baa2f0f68d11a7e6395213beb,12/11/2024
597202-66,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,102b3e74c99f5073fb4d5a12a903a241f235c6b1358fae75b3a210acedd931b6,12/09/2024
102489-85,AgTech,Precision Ag,Farm Management Software,Q4 2024,c43454f48c5f4f68561721f56ac6a1946891bd569860b3af7b25245f3de669fd,12/09/2024
435366-46,Data Analytics,Vertical Applications,Industrial,Q3 2024,3ae630d8c4b129399e3263b2434de7e9b9e4ac06829d563b5672d6dfb7c01b0d,12/09/2024
435366-46,Enterprise SaaS,Enterprise Resource Planning (ERP),Enterprise Asset Management,,c8b90bbd5d0e3178b0eabc3f4fbbff89a9d13c2a01d308aab25ad63b13344644,12/09/2024
471861-37,Artificial Intelligence and Machine Learning,Vertical Applications,Industrial,Q4 2024,51e9259ec2608fc64f7d83505d9424b4e8910718cc5ae7970fc4529282375b47,12/09/2024
489558-97,E-Commerce,Post-purchase,Returns & reverse shipping,Q3 2024,c4306af7817f01a945448e6f29f2273d818e42a4dfc67a77b7d51cbbf1bf5073,12/09/2024
439792-21,Artificial Intelligence and Machine Learning,Horizontal Platforms,Computer Vision,Q4 2024,cf3ba24ab7601275420982aae8893c6a979ae00d2c5acb6f1eb77b0a00139813,12/09/2024
102123-28,Internet of Things,Industrial IoT,Manufacturing & Supply Chain,Q3 2023,86a06a3e88b533b114ce063182cc37877df94328725df6e6473ec0dad1125b37,12/09/2024
482555-44,AgTech,Ag Biotech,Plant Data & Analysis,Q4 2024,d042ce76e65fb30520c5dab5b6ddeaf0e1fb97679342f08af33e3295918c590c,12/09/2024
443108-80,Enterprise Fintech,Financial services infrastructure,Platforms & APIs,Q2 2024,08720944187025ffe221b63e81c1bc80d6934217f339f5c0b2d22aa72a285c3a,12/09/2024
443108-80,Fintech,Financial Services Infrastructure,Platforms & APIs,Q3 2024,7c88e204ec90848112139e3791cc3d16aea5d8807e1a566fc7da5f19d28c9693,12/09/2024
482555-62,Retail FinTech,Wealthtech,Alternative investments,Q2 2024,042143be61c9e27ce76a20f5ec1a3cb27c85e93f003d854041b0eb1a59c3c48e,12/09/2024
514994-23,Artificial Intelligence and Machine Learning,Vertical Applications,Industrial,Q4 2024,c6132315387458b99a58a14eef96f2a0e5b772614c30981199e476ead679deab,12/09/2024
509095-90,Artificial Intelligence and Machine Learning,Horizontal Platforms,Natural Language Technology,Q4 2024,2573828cbac6d7d19a3cce7f152fe4b431ac35103ea3b7dfda2b4dba8e32b10a,12/09/2024
597199-51,Internet of Things,Connected Services,Smart Cities,Q3 2023,42b7ab109c1cacdcb5227c364ff3a2d59e9d9b3d4e7dbd281d1d7d730da32d9d,12/09/2024
175114-54,Retail FinTech,Alternative Lending,Retail and marketplace lending,Q2 2024,9355420c22813f055e273c5a5e991bae31b7c08f9428435606171e63c56eb7c7,12/09/2024
265061-08,Artificial Intelligence and Machine Learning,Vertical Applications,Financial Services,Q4 2024,1ebc60783232cb1e9808b8b656c337454fd405631db6c2770ef19b843c62e803,12/09/2024
517205-62,Information  Security,Data Security,Data Protection & Encryption,Q4 2024,8b1cf8020d7cd8970a370bcebaafc0e30b2e7823fcb725f6249dcaeccf9f8b3b,12/09/2024
489558-61,Fintech,Payments,B2B payments,Q3 2024,07b14e5aac8f44bca938e5e77fb7d940969501e2629cba8810f22e3c87942a30,12/09/2024
343579-33,Artificial Intelligence and Machine Learning,Horizontal Platforms,Computer Vision,Q4 2024,39793dd17e775ea70d28edcd68cbeb0abead30a1d55fcb70428f3fcc009b9239,12/09/2024
343579-33,Fintech,Regtech,Risk management,Q3 2024,739fdac640f64e67deba57d5d405f5fb99c3315b0697be3def6944373f2e6120,12/09/2024
343579-33,Information  Security,Identity & Access Management,Fraud Prevention,Q4 2024,f139ffc380d190a3ca989a8fe0365b7ed72e1a924ddf2005e731261301a6a946,12/09/2024
268017-31,Food & Beverage CPG,CPG Food - Fresh,Meal kits & prepared meals,Q4 2024,aa263a4c8734b12f8412b06b09eb2e9a549acb90ce9e82874b94a7c6b59c06f4,12/09/2024
268017-31,Foodtech,Restaurant & Retail Tech,Ghost Kitchens,Q4 2024,6cfee81f5dc83bf79ac69610387442755ac0018353c8960312a94b4f37e1afde,12/11/2024
537866-11,Clean Energy,Intermittent Renewable Energy,Solar - Photovoltaic,Q3 2024,5a3992ba8d576096864824063539c52587910e0bafb08302ee026b79bbc0753a,12/09/2024
