FundID,FundName,FundFormerName,FundNo,FirstFund,Investor,InvestorWebsite,Vintage,FundStatus,FundSize,NativeFundSize,NativeFundCurrency,FundSizeGroup,FundCategory,FundType,FundAccessPoint,SBICFund,CloseDate,OpenDate,FundTargetSizeLow,FundTargetSizeHigh,FundTargetSize,Domiciles,FundLocation,FundCity,FundState_Province,FundCountry,TimeTakenToCloseFund,FundFamily,TotalFundInvestments,AsOfYear,AsOfQuarter,IRR,DPI,TVPI,RVPI,GainSinceInception,Contributed,CalledDownPercent,DryPowder,DryPowderPercent,Distributed,NAV,DistributedAndNAV,Sources,Quartile,IRRDifferenceFromBenchmark,DPIDifferenceFromBenchmark,TVPIDifferenceFromBenchmark,RVPIDifferenceFromBenchmark,IRRBenchmark,DPIBenchmark,TVPIBenchmark,RVPIBenchmark,RowID,LastUpdated
22862-89F,Rockaway Blockchain Fund II,,3,,RockawayX,RockawayX (www.rockawayx.com),2023,Open,53.2,53.2,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,11/07/2022,150,,> 150,Cayman Islands,"Prague, Czech Republic",Prague,,Czech Republic,,Rockaway Blockchain Fund,10,2024,1Q,,,1.1,,,,,26.6,50.0,,,,RBF,,,,0.0,,28.65,0.0,1.1,0.975,06d86ba7f2c3915e328079afad00b32de697c94c4350aaacf803b3d2117dc162,12/09/2024
22869-37F,Verge HealthTech Fund I,,1,Yes (Verge HealthTech Fund),Verge HealthTech Fund,Verge HealthTech Fund (www.verge.fund),2018,Closed,7.6,7.6,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2020,09/01/2018,,,,Singapore,"Singapore, Singapore",Singapore,Singapore,Singapore,2 years 122 days,Verge HealthTech Fund,19,,,,,,,,,,0.45,5.88235294,,,,,,,,,,33.5,0.205,1.645,1.3,41994cb43716a0d5f457c66b15b0693e0c32afe49027f04d2a9471fce11f8574,12/09/2024
22926-34F,Xperiment X1,,1,Yes (Xperiment Ventures),Xperiment Ventures,Xperiment Ventures (www.xperiment.co),2021,Closed,6.0,6.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2021,01/01/2021,5,,> 5,Argentina,"Buenos Aires, Argentina",Buenos Aires,CABA,Argentina,364 days,Xperiment,10,,,,,,,,,,1.74,29.0,,,,,,,,,,15.64,0.0,1.015,1.015,576410a2352874320d99c0f2c298cd9a1c0d270f58e70fdd8fc00ace26f1227b,12/09/2024
22997-98F,M4 Ventures PT I,,9,,C2 Capital Partners - SCR,C2 Capital Partners - SCR (www.c2capital.pt),2023,Open,,,EUR,,Venture Capital,Venture - General,Primary Fund,No,,12/30/2021,,,,Portugal,"Lisbon, Portugal",Lisbon,,Portugal,,M4 Ventures PT,2,,,,,,,,,,,,,,,,,,,,,,,,,b84a0e5605b65d7150885029937a1e1a973fa3a08ee7899229c67e3dfaf3bbb0,12/09/2024
22998-52F,VC3 Fund I,,"4 (Mindset Ventures), 1 (VC3 (New York))",Yes (VC3 (New York)),"Mindset Ventures, VC3 (New York)","Mindset Ventures (www.mindset.ventures), VC3 (New York) (vc3labs.com)",2021,Closed,25.0,25.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2022,,25,,> 25,"Brazil, Ireland","New York, NY",New York,New York,United States,,"VC3 Fund, VC3 Fund",12,,,,,,,,,,7.71,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,4b53cbdb4e8ab9fbd0325e12c8c69ca4352e4c54de40fbdb5db8005461240003,12/14/2024
23162-14F,BTV II,,3,,Better Tomorrow Ventures,Better Tomorrow Ventures (btv.vc),2022,Closed,225.0,225.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,02/15/2022,11/23/2021,,,,"United States: California, United States: Delaware","San Francisco, CA",San Francisco,California,United States,84 days,Better Tomorrow Ventures Fund,25,,,,,,,,,,150.93,67.08,,,,,,,,,,-2.85,0.0,0.93,0.962,f257a53781a2e96af1fe5edc5000a6ec41860ae088a776c8b824bfc86a44d95a,12/14/2024
23166-91F,Canary Fund III,,3,,Canary (Brazil),Canary (Brazil) (www.canary.com.br),2021,Closed,100.0,100.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,11/10/2021,07/12/2021,53.35,,> 53.35,"Brazil, United States: Delaware","Sao Paulo, Brazil",Sao Paulo,,Brazil,121 days,Canary Fund,45,,,,,,,,,,29.0,29.0,,,,,,,,,,15.64,0.0,1.015,1.015,729419c94b5464792fd0f390dc9771e0ec5afe800df1ecd9d211e176c4b905dd,12/09/2024
23187-97F,Venom Ventures Fund,,"1 (ICEBERG Capital), 1 (Venom Ventures Fund)","Yes (ICEBERG Capital, Venom Ventures Fund)","ICEBERG Capital, Venom Ventures Fund","ICEBERG Capital (www.icebergcapital.ae), Venom Ventures Fund (venom.foundation)",2023,Open,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,01/11/2023,1000,,> 1000,"United Arab Emirates, United States","Abu Dhabi, United Arab Emirates",Abu Dhabi,,United Arab Emirates,,,2,,,,,,,,,,,,,,,,,,,,,,,,,6c7b3f2f1bff4e0433fc331a3eb84c47e891b263ebd0bb1b823818a377a56979,12/09/2024
23226-67F,Katapult Seed Fund 1,,10,,Katapult Group,Katapult Group (katapult.vc),2022,Closed,6.56355765,6.2,EUR,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2022,01/01/2022,,,,Norway,"Oslo, Norway",Oslo,,Norway,364 days,Katapult Seed Fund,18,,,,,,,,,,3.93,59.89508929,,,,,,,,,,4.0,0.0,0.98,0.97,7e45d227791b53ddc21d2cf22f11dcdb164c58ccd8a96f023e351b89237e9aa7,12/09/2024
23240-26F,ECV Global III,,5,,Entrée Capital,Entrée Capital (www.entreecap.com),2020,Closed,80.0,80.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/01/2020,,80,,> 80,Israel,"London, United Kingdom",London,England,United Kingdom,,ECV Global,44,,,,,,,,,,26.4,33.0,,,,,,,,,,17.33,0.025,1.36,1.06,d65d629ecafd09dd5b8832c58a852255664d7afeb939adfa8548aad1fa6b1183,12/14/2024
23277-61F,Impacta Latam VC Fund I,,1,Yes (Impacta VC),Impacta VC,Impacta VC (www.impacta.vc),2021,Closed,7.0,7.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,04/12/2023,10/04/2021,10,,> 10,United States: Delaware,"Santiago, Chile",Santiago,,Chile,1 year 190 days,Impacta Latam VC Fund,10,,,,,,,,,,2.03,29.0,,,,,,,,,,15.64,0.0,1.015,1.015,01296a8946b9b068e1c499aec6924aa818f35eceead5dd7629260c8d4fcc6adc,12/10/2024
23311-09F,Maya Capital Ventures II,,2,,Maya Capital (Brazil),Maya Capital (Brazil) (www.maya.capital),2022,Closed,100.0,100.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,06/22/2022,05/26/2021,,,,United States: Delaware,"Sao Paulo, Brazil",Sao Paulo,,Brazil,1 year 27 days,Maya Capital Ventures,13,,,,,,,,,,100.0,100.0,,,,,,,,,,42.49,0.54,2.22,1.68,1edff35b4211d407e2a6a1918b7f90c1d10b90cee4fb2cf01580f510e64d3f6a,12/09/2024
23354-65F,Voltron Capital Fund 1,,1,Yes (Voltron Capital),Voltron Capital,Voltron Capital (voltron.africa),2022,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,09/30/2022,08/01/2021,,,,Nigeria,"Lagos, Nigeria",Lagos,,Nigeria,1 year 60 days,Voltron Capital Fund,59,,,,,,,,,,,,,,,,,,,,,,,,,ddc04001a74e8f4b6c350e8f8ab0f10280b8776ed4e1c1e3b9053f24fe06fa48,12/09/2024
23371-30F,Argonautic Special Situations Fund II,,12,,Argonautic Ventures,Argonautic Ventures (www.argonauticventures.com),2021,Open,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,United States,"Seattle, WA",Seattle,Washington,United States,,Argonautic Special Situations Fund,43,,,,,,,,,,,,,,,,,,,,,,,,,ec30fc97637dbf60a6d7690ff358703da04826566822be75ef79a7655b76f9ec,12/09/2024
23526-73F,CRP Empreendedor Fund,,8,,CRP Companhia de Participacoes,CRP Companhia de Participacoes (www.crp.com.br),2012,Closed,47.93818658,100.0,BRL,0 - 99M,Private Equity,Growth/Expansion,Primary Fund,No,12/31/2012,01/01/2012,,,,Brazil,"Porto Alegre, Brazil",Porto Alegre,,Brazil,1 year,,2,,,,,,,,,,0.0,0.0,,,,,,,,,,5.3,0.7,1.0,0.77499763,28b9dbf99b5e360d5c255a3fc0d043a28f8ab2c43f0d3fa8e602d777e344f146,12/09/2024
23677-93F,Kamay Ventures Fund I,,1,Yes (Overboost),Overboost,Overboost (www.overboost.me),2022,Closed,20.0,20.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/20/2022,,20,,> 20,"Argentina, United States: Delaware","Vicente Lopez, Argentina",Vicente Lopez,Provincia de Buenos Airs,Argentina,,Kamay Ventures Fund,16,,,,,,,,,,20.0,100.0,,,,,,,,,,42.49,0.54,2.22,1.68,755f2e7c0641a1d42aeafa4a91b2294e0e6486a21eb15e161d6bd7230e7e6b17,12/09/2024
23692-60F,California Innovation Opportunities,,37,,Andreessen Horowitz,Andreessen Horowitz (www.a16z.com),2023,Closed,,,USD,,Venture Capital,Venture - General,Primary Fund,No,12/31/2023,03/08/2023,,,,United States: Delaware,"Menlo Park, CA",Menlo Park,California,United States,298 days,,1,2024,1Q,,0.0,1.21,,,,37.75,,62.254536,,,,CalPERS,,,,,,,,,,86ad1d25538883e54ae63f21c4646a493bab056eef7609f8270654727313069d,12/09/2024
23715-73F,Pioneer Fund Opportunity Fund II,,10,,Pioneer Fund,Pioneer Fund (www.pioneerfund.vc),2022,Open,11.75,11.75,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,,,,,United States,"San Francisco, CA",San Francisco,California,United States,,Pioneer Fund Opportunity Fund,16,,,,,,,,,,7.88,67.08,,,,,,,,,,-2.85,0.0,0.93,0.962,3baf32150713a52dc60f3e5674b5dfd492cf0a67e8b15692e4afce82fff99252,12/14/2024
23736-43F,Groundswell Ventures Fund II,,2,,Groundswell Ventures,Groundswell Ventures (www.groundswell-ventures.com),,Closed,,,USD,,Venture Capital,Venture - General,Primary Fund,No,,,,,,United States,"Denver, CO",Denver,Colorado,United States,,Groundswell Ventures,11,,,,,,,,,,,,,,,,,,,,,,,,,7768647d7441afbca80055458664eb9fa0891f751ca964192ae4ed9e466ad8cc,12/09/2024
23758-75F,Invisto l Fund,,2,,Invisto,Invisto (www.invisto.com.vc),2021,Closed,19.45109023,100.0,BRL,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2020,,19.45,,> 19.45,Brazil,"Florianopolis, Brazil",Florianopolis,Santa Catarina,Brazil,,Invisto Fund,8,,,,,,,,,,5.64,29.0,,,,,,,,,,15.64,0.0,1.015,1.015,5f0aeec996a84fa04a3583b4c67be16937fe7954d530ad585788c48998f63855,12/09/2024
23788-27F,Nido Ventures Fund I,,1,Yes (Nido Ventures),Nido Ventures,Nido Ventures (www.nido.ventures),2022,Open,6.856,6.856,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,09/25/2022,,,,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,,Nido Ventures Fund,15,,,,,,,,,,4.6,67.08,,,,,,,,,,-2.85,0.0,0.93,0.962,b4072c167eca83a6311d9b966b5612345aab3f0d0dc635e7eaf53b4ed57abc78,12/14/2024
23848-57F,Bridge One Fund,,1,Yes (Bridge One (Warsaw)),Bridge One (Warsaw),Bridge One (Warsaw) (bridgeone.cc),2018,Closed,51.39874841,200.0,BRL,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,12/31/2018,01/01/2018,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,364 days,,9,,,,,,,,,,5.98,11.63355789,,,,,,,,,,31.715,0.03,3.53,2.73,0921859530839a80b454ffb7ec769056a8283fa680ff9785d272ee27c93be181,12/09/2024
23848-66F,Caravela Capital II,,2,,Caravela Capital,Caravela Capital (www.caravela.capital),2023,Closed,35.0,35.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,03/10/2024,06/03/2022,50,,> 50,United States: Delaware,"Curitiba, Brazil",Curitiba,Parana,Brazil,1 year 281 days,,4,,,,,,,,,,35.0,100.0,,,,,,,,,,-6.82,0.0,0.93,0.93,5e37c6611a8504e31a6288641df65d33e23cd235c64affc754df2cfb5d3845ff,12/09/2024
23848-75F,CV Idexo Fund,,1,Yes (Citrino Ventures),Citrino Ventures,Citrino Ventures (www.citrino.vc),2023,Closed,,,BRL,,Venture Capital,Venture - General,Primary Fund,No,08/02/2022,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3b0ca4ee0ff722286341d546caf75eab2265e3eb3114bb40790e7371702bf665,12/09/2024
23850-19F,Draper Cygnus Latam Fund,,3,,Draper Cygnus,Draper Cygnus (www.drapercygnus.vc),2021,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,11/03/2021,,50,,> 50,Argentina,"Buenos Aires, Argentina",Buenos Aires,,Argentina,,,3,,,,,,,,,,,,,,,,,,,,,,,,,28fe46d7bfa0a595f729c99e9f08f0f2687e7f3f10d07d3f63e19a1f2df77444,12/09/2024
23858-83F,Kaszek Ventures VI,,9,,Kaszek,Kaszek (www.kaszek.com),2024,Closed,540.0,540.0,USD,500M - 999M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,04/03/2023,03/31/2023,540,,> 540,Cayman Islands,"Sao Paulo, Brazil",Sao Paulo,,Brazil,3 days,Kaszek Ventures,2,,,,,,,,,,540.0,100.0,,,,,,,,,,,,,,48da2f6b070b63542bcef90addf66ab628632d132009fa1705089921604ec979,12/09/2024
23859-10F,Locaweb's Corporate Venture Capital Fund,,1,Yes (LW Ventures),LW Ventures,,2022,Closed,1.14371184,6.0,BRL,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,10/03/2022,,,,,Brazil,Brazil,,,Brazil,,,1,,,,,,,,,,1.14,100.0,,,,,,,,,,42.49,0.54,2.22,1.68,ecb0a75be5f8c10592442ebdc0ff89d91c2d8268376d25217853404d16a2bfb9,12/09/2024
23859-37F,Magical I,,1,,Magical,Magical (magicalstartups.com),2021,Closed,3.5,3.5,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,07/21/2021,03/01/2016,4,,> 4,Chile,"Santiago, Chile",Santiago,Las Condes,Chile,5 years 143 days,Magical,16,,,,,,,,,,1.02,29.0,,,,,,,,,,15.64,0.0,1.015,1.015,127e965b9fa2d3a4c7f02f43c6907550224b52fb49103582e4dc59ce57cd1828,12/09/2024
23859-46F,Magical II,,2,,Magical,Magical (magicalstartups.com),,Open,5.0,5.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,08/01/2022,5,,> 5,Chile,"Santiago, Chile",Santiago,Las Condes,Chile,,Magical,9,,,,,,,,,,,,,,,,,,,,,,,,,b2dcd8808dc90388c4fb47e06ef9f4b1c879f65ae08a4b0119f09807702a729d,12/09/2024
23863-96F,Totvs Venture Capital Fund,,1,Yes (Totvs),Totvs,Totvs (www.totvs.com),2024,Closed,58.33674171,300.0,BRL,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,09/05/2022,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,,,1,,,,,,,,,,26.83,46.0,,,,,,,,,,56.7,,,,13fd5c69d8796c7a249f0c6ef83cc0963b03ecab34d8b9c241d4ae1be4068001,12/09/2024
23865-04F,Zentynel Ventures I,,17,,Venturance Alternative Assets,Venturance Alternative Assets (www.venturance.cl),2024,Open,17.85,17.85,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,07/07/2022,56,,> 56,United States: Delaware,"Santiago, Chile",Santiago,,Chile,,Zentynel Ventures,1,,,,,,,,,,8.21,46.0,,,,,,,,,,56.7,,,,092b35992cd86c543e18eaf8d68e62da62887b26082891de8d9f1204a3aba6b1,12/09/2024
23865-85F,TM3 Capital VC4 Multistrategy Fund II,,4,,TM3 Capital,TM3 Capital (www.tm3.capital),2023,Closed,17.98550368,100.0,BRL,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,11/22/2021,10/01/2018,,,,Brazil,"Curitiba, Brazil",Curitiba,Paraná,Brazil,3 years 53 days,TM3 Capital VC,5,,,,,,,,,,17.99,100.0,,,,,,,,,,-6.82,0.0,0.93,0.93,c48e4738c519e1f5effb8c0f495d4a7c9fe2ba824e13f89cee799f6764e3fdb0,12/09/2024
23866-03F,Pelion Ventures VIII,,19,,Pelion Venture Partners,Pelion Venture Partners (www.pelionvp.com),2024,Open,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,United States: Delaware,"Salt Lake City, UT",Salt Lake City,Utah,United States,,Pelion Ventures,1,2023,4Q,,0.0,,,,,0.00,,100.0,,,,SFERS,,,,,,,,,,22591cf0448f89d029c6b0d5d2484ed083b6378c54afc7276b6e08e86e18c39f,12/09/2024
23868-73F,Latitude 4 Ventures,,"2 (Belltower Fund Group), 2 (Latitud)",,"Belltower Fund Group, Latitud","Belltower Fund Group (www.belltowerfunds.com), Latitud (www.latitud.com)",2021,Closed,1.137889,1.137889,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,06/08/2023,,1.14,,> 1.14,"Brazil, United States: Delaware","Sao Paulo, Brazil",Sao Paulo,,Brazil,,"Latitude Ventures, Latitud Ventures Fund",112,,,,,,,,,,0.33,29.0,,,,,,,,,,15.64,0.0,1.015,1.015,84888efe01989c8d564fa5c65e4c441e40f364120ff4ef9ac06104bbca8a31cc,12/13/2024
23884-21F,UVM Signum Blockchain fund,,"1 (Signum Capital), 9 (UOB Venture Management)",Yes (Signum Capital),"Signum Capital, UOB Venture Management","Signum Capital (www.signum.capital), UOB Venture Management (www.uobvm.com.sg)",2021,Closed,40.0,40.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2021,08/30/2021,,,,Singapore,"Singapore, Singapore",Singapore,,Singapore,123 days,,8,,,,,,,,,,8.25,20.62575,,,,,,,,,,12.74,0.0,1.07,1.04,7c7cf8046fe7f8ee7febf3e00ba1de7130f98060e661e69cec51c304f4e2d89d,12/10/2024
23891-95F,Top Corner Capital,,1,,Top Corner Capital,Top Corner Capital (www.topcornercapital.com),2020,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2020,07/28/2020,50,,> 50,United States,"Burlingame, CA",Burlingame,California,United States,156 days,Top Corner Capital,2,,,,,,,,,,,100.0,,,,,,,,,,,,,,1e0f809b20432ddf7e97a22ffd289661ce83628ef67fb13e9711f6146053238e,12/09/2024
23899-78F,ARC Group Ventures,,1,Yes (ARC Group Limited),ARC Group Limited,ARC Group Limited (www.arc-group.com),2022,Closed,20.0,20.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,04/06/2022,,,,,China,"Shanghai, China",Shanghai,,China,,,4,,,,,,,,,,10.84,54.21428571,,,,,,,,,,13.74,0.0,1.44,1.1715,28be7f43f5b750d354974ad2efff666902a542a3ff5ebe4cf8f3921759a05bd7,12/09/2024
23903-29F,Conny & Co. I,,1,Yes (Conny & Co.),Conny & Co.,Conny & Co. (www.connyandco.com),,Fully Invested,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,Switzerland,"Wollerau, Switzerland",Wollerau,,Switzerland,,Conny & Co,45,,,,,,,,,,,,,,,,,,,,,,,,,180052bb33abbefa6330e184f4b66a7049e1ca0a8ad546ba378c2d20a99cd626,12/09/2024
23903-38F,Conny & Co. II,,2,,Conny & Co.,Conny & Co. (www.connyandco.com),,Open,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,Switzerland,"Wollerau, Switzerland",Wollerau,,Switzerland,,Conny & Co,5,,,,,,,,,,,,,,,,,,,,,,,,,e58d8d0f39462bc4d641e42617c894dceb9415a7fbd0bbc26d191a78698970a5,12/09/2024
23904-91F,Xperiment 2 Fund,,2,,Xperiment Ventures,Xperiment Ventures (www.xperiment.co),2023,Open,30.0,30.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,06/01/2023,30,,> 30,Argentina,"Buenos Aires, Argentina",Buenos Aires,CABA,Argentina,,Xperiment,2,,,,,,,,,,30.0,100.0,,,,,,,,,,-6.82,0.0,0.93,0.93,3ddb3d449745737aa8f122fcb17a373a2111e9b958dad34a8e791e0b1217fff7,12/09/2024
23932-18F,Pioneer Fund III,,9,,Pioneer Fund,Pioneer Fund (www.pioneerfund.vc),2024,Open,75.0,75.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,04/26/2023,100,,> 100,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,,Pioneer Fund,50,,,,,,,,,,71.79,95.72,,,,,,,,,,-19.65,0.0,0.99,1.052,f26fe56a441b916eaddf85a7de256196318ef1bd07a09f1785286efb71bf466d,12/13/2024
23940-64F,Global Food Innovation Fund II,New Protein Fund II,5,,Big Idea Ventures,Big Idea Ventures (www.bigideaventures.com),2023,Open,75.0,75.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,05/05/2023,75,,> 75,United States: Delaware,"New York, NY",New York,New York,United States,,New Protein Fund,9,,,,,,,,,,69.26,92.35,,,,,,,,,,-5.8,0.0,0.94,0.9725,2782721c62f599abec0236ce748ad018c466fdf68070bb3c50624989c172e78d,12/14/2024
23952-07F,MrPink Inception Fund,,1,Yes (MrPink VC),MrPink VC,MrPink VC (www.mrpink.vc),2012,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/01/2012,,,,,Uruguay,"Punta del Este, Uruguay",Punta del Este,Maldonado,Uruguay,,,18,,,,,,,,,,,,,,,,,,,,,,,,,6ffcebc1613e1ac16882eef0e41b747f59ea74fe4cba6fb09451c310efa475ca,12/09/2024
23963-68F,Crestone EM Fintech Fund I,,1,Yes (Crestone Venture Capital),Crestone Venture Capital,Crestone Venture Capital (www.crestone.vc),,Open,50.0,50.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,05/10/2023,50,,> 50,Cayman Islands,"Bogota, Colombia",Bogota,,Colombia,,Crestone EM Fintech Fund,11,,,,,,,,,,,,,,,,,,,,,,,,,6828ce15fa5b7f0f9d63f6f243eb8d673fe019035f00d9eaf5404f876f274e79,12/09/2024
24030-55F,Inclimo Climate Tech Fund I,,1,Yes (Inclimo),Inclimo,Inclimo (www.inclimo.com),2023,Open,43.76085132,40.0,EUR,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,05/26/2023,43.76,,> 43.76,Spain,"Barcelona, Spain",Barcelona,,Spain,,Inclimo Climate Tech Fund,7,,,,,,,,,,43.76,100.0,,,,,,,,,,28.65,0.0,1.1,0.975,8cd3af545c9c998d1148007ce643aa7ebcd8bab5c08dde7111800f7a7f0454ea,12/10/2024
24049-09F,ALLVP Fund IV,,4,,Hi Ventures,Hi Ventures (www.hi.vc),2023,Open,43.0,43.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,100,,> 100,Mexico,"Mexico City, Mexico",Mexico City,Federal District,Mexico,,ALLVP Fund,5,,,,,,,,,,39.71,92.35,,,,,,,,,,-5.8,0.0,0.94,0.9725,8118458fc187a39c4e25c55917f6034bf90fa03cd7560764b35fe58cb7e8094c,12/14/2024
24072-22F,Captal Fund,,1,Yes (Captal (Brazil)),Captal (Brazil),,,Open,,,BRL,,Venture Capital,Venture - General,Primary Fund,No,,,,,,Brazil,Brazil,,,Brazil,,,1,,,,,,,,,,,,,,,,,,,,,,,,,b918bfd519e50b59307ca641f580bcb42da61ca3ee3e15db37687c23061460f2,12/09/2024
24103-81F,Spectra Investments VI,,6,,Spectra Investments,Spectra Investments (spectrainvest.com),2022,Closed,302.33993324,1700.0,BRL,250M - 499M,Private Equity,Diversified Private Equity,Primary Fund,No,11/01/2024,12/08/2022,302.34,,> 302.34,Canada,"Sao Paulo, Brazil",Sao Paulo,São Paulo,Brazil,1 year 329 days,Spectra Investments,21,2024,2Q,,0.184,1.52,1.343,39.4606967,74.89493687,24.77,227.44,75.22823529,13.77,100.58493885,114.35563357,Spectra,,,0.184,0.61,0.433,-14.96,0.0,0.91,0.91,56d1d2ea44948e8c0b60fd0a61a74a02163aad9a9f972a75cc44fd21987575ec,12/09/2024
24116-05F,Sul Inovação Fund,,1,Yes (Invisto),Invisto,Invisto (www.invisto.com.vc),2016,Fully Invested,12.95832628,50.0,BRL,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/01/2016,,12.96,,> 12.96,Brazil,"Florianopolis, Brazil",Florianopolis,Santa Catarina,Brazil,,,10,,,,,,,,,,0.28,2.18543046,,,,,,,,,,29.1,0.736,2.79,1.437,3adea1791389d85a71890f67a26be4af62a9ebde1695586222618f61b2d298f0,12/09/2024
24145-39F,Blue Revolution Fund,,6,,HATCH (Consulting Services (B2B)),HATCH (Consulting Services (B2B)) (www.hatch.blue),2024,Closed,102.46514991,93.0,EUR,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,10/22/2024,,82.63,,> 82.63,Ireland,"Cork, Ireland",Cork,,Ireland,,,5,,,,,,,,,,102.47,100.0,,,,,,,,,,45.9,0.116,1.23,1.1155,048edd9badba59185cda50cf26a902f55108caee775a29ff2e58740afa4a0110,12/14/2024
23401-81F,SectionX Capital Venture capital Fund,,1,Yes (Meridian Ventures),Meridian Ventures,Meridian Ventures (meridianventures.co),2023,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,08/01/2023,12/01/2022,,,,United States,"Salt Lake City, UT",Salt Lake City,Utah,United States,243 days,,29,,,,,,,,,,,,,,,,,,,,,,,,,ee45dcb2b3f6c802d93044095d549402a3c2f5ae060c32e5bee6eb37577d40e7,12/09/2024
23411-44F,Proaltus Private Markets Fund - Skypointer Ventures Fund I,,"2 (Proaltus Capital Partners), 1 (Skypointer)",,"Proaltus Capital Partners, Skypointer","Proaltus Capital Partners (www.proaltus.com), Skypointer (www.skypointervp.com)",2022,Closed,30.0,30.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Fund of Funds,No,11/07/2024,01/19/2022,35,,> 35,United States: Delaware,"Miami, FL",Miami,Florida,United States,2 years 293 days,"Proaltus Private Markets Fund - Skypointer Ventures Fund, Proaltus Private Markets Fund - Skypointer Ventures Fund",14,2023,2Q,17.16,0.01,1.17,1.16,2.4,15.38,51.27,12.0,40.0,0.02,17.76,17.78,Skypointer,1 (Top),20.01,0.01,0.24,0.198,-2.85,0.0,0.93,0.962,dce99192fd3e7d19ceff584aea1c59a9c5d09775796ed3c1b496cae1cd205bdb,12/13/2024
23426-92F,Qed Fund I,,11,,QED Investors,QED Investors (www.qedinvestors.com),,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,United States: Delaware,"Alexandria, VA",Alexandria,Virginia,United States,,QED Fund,1,,,,,,,,,,,,,,,,,,,,,,,,,4fb973b1f44a355bde3fab1ba089701fe310f16fe352a9c8dfcdc068a1d045ba,12/09/2024
