InvestorID,LimitedPartnerID,LimitedPartnerName,LimitedPartnerLocation,Type,CommitmentsTo,LastCommitmentDate,LastCommitedFund,TotalCommitments,RowID,LastUpdated
11270-53,180180-64,Lockheed Martin Master Retirement Trust,"Bethesda, MD",Corporate Pension,6,12/31/2022,Ellis Capital Fund,302,c7073e7384233a7f4817c5b3f59d91bac719f44991c32b420b8ef25cdb9e6283,12/09/2024
10768-06,11592-28,New Mexico State Investment Council,"Santa Fe, NM",Sovereign Wealth Fund,6,11/25/2024,Lerer Hippeau IX,553,87ee1d7d2bf8041e3c7e1850f5a00f3eed9f47652d9a7eccc9468b720da56dff,12/13/2024
11263-51,180180-64,Lockheed Martin Master Retirement Trust,"Bethesda, MD",Corporate Pension,1,12/31/2022,Ellis Capital Fund,302,595503359817e676f4b4be046b166eb64f9fb598525a81f1ccc8694b386b0481,12/09/2024
11184-49,11592-28,New Mexico State Investment Council,"Santa Fe, NM",Sovereign Wealth Fund,5,11/25/2024,Lerer Hippeau IX,553,4715eed53d5de21fdd0230f9a2556908d3cb7572f26c4665cd582f11bcf563f8,12/13/2024
11203-21,180180-64,Lockheed Martin Master Retirement Trust,"Bethesda, MD",Corporate Pension,2,12/31/2022,Ellis Capital Fund,302,e279196601e3cf4b4294557222fed80385a5ac7cc7bf43c8e13181dcb8698599,12/09/2024
11331-91,11592-28,New Mexico State Investment Council,"Santa Fe, NM",Sovereign Wealth Fund,4,11/25/2024,Lerer Hippeau IX,553,4164354a158d637f58d9ac0bd38bd9a47ee9c35d43393543f1484f1d23157d69,12/13/2024
10331-11,180180-64,Lockheed Martin Master Retirement Trust,"Bethesda, MD",Corporate Pension,1,12/31/2022,Ellis Capital Fund,302,e4df49837868d84810dd09a4fd48556a661721b86ef90b02a78829de204de61e,12/09/2024
11333-26,11592-28,New Mexico State Investment Council,"Santa Fe, NM",Sovereign Wealth Fund,4,11/25/2024,Lerer Hippeau IX,553,37ded9c0ac40db4675998a79ae291ae4a976044c5cbf10d1eaa8d5d44a0cdcb1,12/13/2024
10271-98,180180-64,Lockheed Martin Master Retirement Trust,"Bethesda, MD",Corporate Pension,2,12/31/2022,Ellis Capital Fund,302,ce0722baabd734ef49bc129d66bb146e401e686ffad8b8ecc4775b1d735982b0,12/09/2024
55424-26,11592-28,New Mexico State Investment Council,"Santa Fe, NM",Sovereign Wealth Fund,1,11/25/2024,Lerer Hippeau IX,553,2dcf4880cfa01cc75c28b0cd951da4593029caf381b03b64240b8d02f4a05768,12/13/2024
10134-73,180180-64,Lockheed Martin Master Retirement Trust,"Bethesda, MD",Corporate Pension,2,12/31/2022,Ellis Capital Fund,302,fb308bca563b89a24ea9fc3673a3f7f9daabf1fef25faa10e112707d5537555c,12/09/2024
55976-95,11592-28,New Mexico State Investment Council,"Santa Fe, NM",Sovereign Wealth Fund,1,11/25/2024,Lerer Hippeau IX,553,1cfaab0c4edf186ed3159b5bba19b0a546e1b786e6b5d28079c161da97097216,12/13/2024
11204-11,53192-80,Foundation For Child Development,"New York, NY",Foundation,11,09/20/2023,Goldman Sachs Vintage Fund IX,23,6a0736502921895f68a70e418f652ef708df513ec47fd458d2eea805bed21d1c,12/09/2024
57998-80,11592-28,New Mexico State Investment Council,"Santa Fe, NM",Sovereign Wealth Fund,1,11/25/2024,Lerer Hippeau IX,553,b6ee0d63aa35b1008b43577f45edd6d1f290ae991837e300069f7cbe0d22f24b,12/13/2024
160610-32,11592-28,New Mexico State Investment Council,"Santa Fe, NM",Sovereign Wealth Fund,1,11/25/2024,Lerer Hippeau IX,553,541cdce09283650653799595eec66e9ac8848c08ad4f2b6f28d9eeb494fa236d,12/13/2024
168899-86,11592-28,New Mexico State Investment Council,"Santa Fe, NM",Sovereign Wealth Fund,1,11/25/2024,Lerer Hippeau IX,553,1a620dc3f7dd3cc16083269a8ac214b31c09fef8d67fe03aa75c08a2cf2e33a2,12/13/2024
169090-75,11592-28,New Mexico State Investment Council,"Santa Fe, NM",Sovereign Wealth Fund,1,11/25/2024,Lerer Hippeau IX,553,85580624bef28707caed34b46907205f88d88eaf8291fbe22d5eaaf4ebb342a4,12/13/2024
226809-01,11592-28,New Mexico State Investment Council,"Santa Fe, NM",Sovereign Wealth Fund,1,11/25/2024,Lerer Hippeau IX,553,997aa3d77c08cd14debddfb2a97ed667274880d40a499c9e311ec9096c7862a1,12/13/2024
435435-76,11592-28,New Mexico State Investment Council,"Santa Fe, NM",Sovereign Wealth Fund,1,11/25/2024,Lerer Hippeau IX,553,1fa48f19b5716b0a321477718e2dc99534a6ae13d9a38dbe661cd8d7c932bded,12/13/2024
86344-75,117578-62,Jisc,"Bristol, United Kingdom",Corporation,1,08/01/2019,Emerge EdTech Fund,1,6ce77e4f9370b59189db163d4f44fc01fa5d937db3f8e8adcffa1135d9c11264,12/09/2024
11298-79,11188-90,Finnish Fund for Industrial Cooperation,"Helsinki, Finland",Economic Development Agency,7,07/19/2024,Metier Capital Growth Fund III,83,4ab045eb615a0d23fb771abcd11c4939824b3baa17cdb633cba4993fcf46fe63,12/09/2024
11524-42,11188-90,Finnish Fund for Industrial Cooperation,"Helsinki, Finland",Economic Development Agency,2,07/19/2024,Metier Capital Growth Fund III,83,cabdc1a121c53844880fdc8408f6062fd70560b45e410632066a7bbcf8a6eea5,12/09/2024
61460-65,11188-90,Finnish Fund for Industrial Cooperation,"Helsinki, Finland",Economic Development Agency,1,07/19/2024,Metier Capital Growth Fund III,83,88910e5aa9e3d0d1f0908a56e9d6c8ceec5a25b8d9cc68a1360f0d1f37f95ca3,12/09/2024
10768-06,99275-05,Skyguide(air navigation services),"Geneva, Switzerland",Corporate Pension,1,12/18/2015,Investindustrial VI,3,68409bdeab892d254b6ca5fcfa1f740d5cf57a17a8d3123e9011794eacea0748,12/09/2024
10071-01,52594-84,Iron Workers' Mid-America Pension Plan,"Lansing, IL",Union Pension Fund,2,09/07/2020,Labor Impact Fund,23,364960462e9ce2547645d562e4215384f2197db0f417869aca1fdb68aec084f8,12/09/2024
11185-21,52594-84,Iron Workers' Mid-America Pension Plan,"Lansing, IL",Union Pension Fund,2,09/07/2020,Labor Impact Fund,23,c1b0cedbd22d382b95d9d2261c60ead00e06d9141e082c024d4b30e754fcc2b3,12/09/2024
10052-11,58948-30,Idaho National Laboratory Employee Retirement Plan,"Idaho Falls, ID",Corporate Pension,1,03/21/2022,Certares Holdings,24,dfd7a2c7de116bd13e57a3addfae4c8504f5c63cd3ea0a2de8ab10c4be8fee5b,12/09/2024
10071-01,58948-30,Idaho National Laboratory Employee Retirement Plan,"Idaho Falls, ID",Corporate Pension,1,03/21/2022,Certares Holdings,24,861283f2b2ffa36061fc32e916bda83aabdcdb79f20c97d73c98d2aba1471229,12/09/2024
10014-49,161941-24,South Dakota Education Enhancement Trust Fund,"Sioux Falls, SD",Government Agency,15,05/08/2024,Silver Lake Partners VII,38,d88072e8f3ad98f670ec9d776754e76b6932df502ca04884dfc19aec213b4c9d,12/09/2024
10014-49,98684-56,Wisconsin Laborers Health Fund,"DeForest, WI",Union Pension Fund,1,11/30/2002,Blackstone Capital Partners IV,4,55d8b80c91ad2eed3aae2c99bc62c0867f69ef59f803ab4d3f5a7586abe4b53e,12/09/2024
56091-70,152401-78,The Musical Arts Association Retirement Plan,"Cleveland, OH",Corporate Pension,1,04/04/2020,Golub Capital Partners 12,12,3d195d31e17857a2c592af0b539c09dd3ce0a0a90fd5a0e3136977b942795175,12/09/2024
58923-91,57703-24,Dansk Vækstkapital,"Hellerup, Denmark",Fund of Funds,1,08/31/2021,SEED Capital Denmark IV,33,ee30e638df633cd79676eaa6331b7129befcf0b918d6e4819c2d14da17935268,12/09/2024
228319-66,57703-24,Dansk Vækstkapital,"Hellerup, Denmark",Fund of Funds,3,08/31/2021,SEED Capital Denmark IV,33,36555b18e8f25736a77d6e494dc9946a2083d87aeff6737db3fdf9f4067309fc,12/09/2024
10014-49,11556-46,Cheyne Walk Trust,"London, United Kingdom",Government Agency,,07/31/2007,Patron Capital III,14,141a8b2fcf8d92922e27adf8333e790291ee77bd904c7557af4a0b422ad1e431,12/09/2024
11109-61,11556-46,Cheyne Walk Trust,"London, United Kingdom",Government Agency,1,07/31/2007,Patron Capital III,14,eadfbcc93ec0f904b67be4d6fd045c859575a026616c60f52af2fc3390f7f9b6,12/09/2024
126374-59,234464-41,National Grid Partners,"Los Gatos, CA",Corporation,1,07/16/2019,IQ Capital Fund III,8,174f691706808f3ac426a5b55d768fdd63219cd303a12b5dca9f37bbd8cecea0,12/09/2024
11341-90,26173-63,Fondazione Cassa di Risparmio di Padova e Rovigo,"Padua, Italy",Foundation,1,12/14/2016,TDR Capital IV,4,957b87cf0223aa144c40ba05b20d34ed11e9ed4096b797c234241e725bc071f4,12/09/2024
10014-49,52454-62,Connecticut General Life Insurance Company,"Bloomfield, CT",Insurance Company,6,01/18/2017,TDR Capital IV,77,c5824fddac7199806b251dcf35d574f5940bbd031563e771a94219d4b3076759,12/09/2024
10071-01,11544-85,Alfred duPont Charitable Trust,"Jacksonville, FL",Foundation,1,12/15/2021,Vaaka Partners Buyout IV,49,94f7f84c60a13f87bec3536e776ec0d4bb3002d27a3fa48007ab41e862786e5d,12/09/2024
11185-21,11544-85,Alfred duPont Charitable Trust,"Jacksonville, FL",Foundation,2,12/15/2021,Vaaka Partners Buyout IV,49,d3aaa410acab9b32690c21d786786a14bf33d354fcb7eac1cd9497e54f8752ff,12/09/2024
11295-73,11544-85,Alfred duPont Charitable Trust,"Jacksonville, FL",Foundation,3,12/15/2021,Vaaka Partners Buyout IV,49,b7aefe90571dd57fe36100e2402304af3887a01d562c2e9cd6805a0200c36140,12/09/2024
11307-34,11544-85,Alfred duPont Charitable Trust,"Jacksonville, FL",Foundation,2,12/15/2021,Vaaka Partners Buyout IV,49,104b66a304b728b739d222f833719a8b12d4fa550cc65ad9ab95e2298e613080,12/09/2024
11333-26,11544-85,Alfred duPont Charitable Trust,"Jacksonville, FL",Foundation,2,12/15/2021,Vaaka Partners Buyout IV,49,f366c34da2d325da686614ba629a676a81dd622b570c9361006d308d96f299a9,12/09/2024
64452-61,53215-03,Clairmont L. & Evelyn S. Egtvedt Charitable Trust,"Las Vegas, NV",Foundation,1,12/31/2011,BNY Mellon-Alcentra Mezzanine III,10,4cfd07131413ac35b7e6b321ae71fc02884da870f3f0cf7c061b0b3be8aad1e0,12/09/2024
52812-64,343186-21,Belgian Growth Fund,"Brussels, Belgium",Fund of Funds,1,12/23/2022,Sofindev VI,24,9efae082ee9f42af1549c146119053701808fa4945ce26efbb9bb98ab8df2c35,12/09/2024
56267-92,343186-21,Belgian Growth Fund,"Brussels, Belgium",Fund of Funds,1,12/23/2022,Sofindev VI,24,7eb98576c8d02191e4c1e3c8d6387237c1559fcf3d5370cb8f842377e18b044a,12/09/2024
113241-52,99672-13,Ardex (Germany ),"Witten, Germany",Corporation,1,08/13/2019,Brick & Mortar Ventures I,1,6aef6862b9ea89f5e6dfa0fc819ebc8a423a04d6ef65ecdac8e12c84a23b9c9f,12/09/2024
10791-37,51513-94,Oxfordshire County Council Pension Fund,"Oxford, United Kingdom",Public Pension Fund,2,09/08/2024,Atomico Growth VI,56,d292e2528d51121a1d12997134040f7c64244f852f43c118b1752d50f043eb8e,12/09/2024
57005-74,167214-34,Karl-Christian Agerup,"Oslo, Norway",High-net-worth investor,1,12/31/2021,SNO Venture Fund II,2,d7347e72b28b49e875697694576e832425ed1e981fd3914e3400461802524977,12/09/2024
10791-37,58723-48,Lloyd Dorfman Office,"London, United Kingdom",Family Office (Single),1,10/11/2007,Bridges Community Development Venture Fund II,1,cd7af02dbf315a030000967a9bf415fec2635c0b8606f33f06f9be8f6eed161b,12/09/2024
154351-72,12492-46,Premji Invest,"Bangalore, India",Endowment,1,10/12/2022,Fireside Ventures Investment Fund III,8,f70d0fc541f91143eb7151a604b69a4d48acdc66e43e5007c1cb717c9ca189e9,12/09/2024
10071-01,58988-89,Greater Des Moines Community Foundation,"Des Moines, IA",Foundation,4,07/01/2021,NB Crossroads Fund 23,17,ca68319fcae06ad123474de21f06a7290c464141c5947f1c8884887b913865c9,12/09/2024
10014-49,434303-02,Colorado School Division Pension,"Denver, CO",Public Pension Fund,32,10/31/2024,Dorchester Credit Secondaries VI,545,f9332188f9a00c4a61db459668b203d86b57440438807cfa1a62d2ab8b34fc7f,12/09/2024
10051-21,434303-02,Colorado School Division Pension,"Denver, CO",Public Pension Fund,3,10/31/2024,Dorchester Credit Secondaries VI,545,e70b944166cdfddec04750c15efad23abcbb702625b8eb9d1db85fecfb16315b,12/09/2024
10071-01,434303-02,Colorado School Division Pension,"Denver, CO",Public Pension Fund,2,10/31/2024,Dorchester Credit Secondaries VI,545,438bf333c21db30494e5e6fa99cc324499d30883195717643d60e90b610c5aa7,12/09/2024
10074-61,434303-02,Colorado School Division Pension,"Denver, CO",Public Pension Fund,15,10/31/2024,Dorchester Credit Secondaries VI,545,2a5dd307f79fb32127f2274d477a76d601b2e0b163737e7c462726dd50ffa470,12/09/2024
10195-75,434303-02,Colorado School Division Pension,"Denver, CO",Public Pension Fund,3,10/31/2024,Dorchester Credit Secondaries VI,545,80358c877f6917895add0d0ca2d77354019fe9d59ca2c85a9603b74040fb5f59,12/09/2024
10234-81,434303-02,Colorado School Division Pension,"Denver, CO",Public Pension Fund,1,10/31/2024,Dorchester Credit Secondaries VI,545,f33bd0c8567b1f5cbf4034a49c4e6b5b76bc7c7041c7f4435468cd5b64888eb8,12/09/2024
10768-06,434303-02,Colorado School Division Pension,"Denver, CO",Public Pension Fund,3,10/31/2024,Dorchester Credit Secondaries VI,545,dc3c39fc9ec70c22976ba8425ee523d33afd59ae42a0d5e502cd0ac70968d57f,12/09/2024
38425-06,434303-02,Colorado School Division Pension,"Denver, CO",Public Pension Fund,2,10/31/2024,Dorchester Credit Secondaries VI,545,cbe8a0e841e403c6aabc1d3d450b4fd2d8e251962ec5c09a893ca0092317d23f,12/09/2024
10074-61,53645-14,City of Grand Rapids General Retirement System,"Grand Rapids, MI",Public Pension Fund,1,09/13/2022,Avance Investment Partners,33,f128cc894964908016077562d18e0fcc7d9148006c37b96e06e7d8af5283bcb7,12/09/2024
10768-06,53645-14,City of Grand Rapids General Retirement System,"Grand Rapids, MI",Public Pension Fund,1,09/13/2022,Avance Investment Partners,33,66bf6ddb9c3962eb3df505b8d8a3cdcc772f863d807c7803546ac6b0b182c2b3,12/09/2024
11125-00,53645-14,City of Grand Rapids General Retirement System,"Grand Rapids, MI",Public Pension Fund,1,09/13/2022,Avance Investment Partners,33,c09a1220004397413723da7e4db97826538bf6c1f691ad14aeb9e5e0d50e311f,12/09/2024
10014-49,52530-94,American Honda Master Trust,"Torrance, CA",Corporate Pension,4,11/30/2021,Newbury Equity Partners V,91,bf9d9f4a94792fe97d4231251cf4046643806ea4e532acd5dd9b81d40d90a6f1,12/09/2024
10015-12,52530-94,American Honda Master Trust,"Torrance, CA",Corporate Pension,2,11/30/2021,Newbury Equity Partners V,91,1cdc17f5cdbd65d4464409924e3a9d2ebca1f89c2932141fa2f912bca5245af5,12/09/2024
10052-11,52530-94,American Honda Master Trust,"Torrance, CA",Corporate Pension,4,11/30/2021,Newbury Equity Partners V,91,e7731d3bc545a4f404435b1f79d70c4508ebdf05a708f3963b0e7f6c707e3d4a,12/09/2024
10074-61,52530-94,American Honda Master Trust,"Torrance, CA",Corporate Pension,5,11/30/2021,Newbury Equity Partners V,91,99ce9198bcf551484ad776260d1bd3d7a6b76191b57962f623c16270d579f0c5,12/09/2024
10768-06,52530-94,American Honda Master Trust,"Torrance, CA",Corporate Pension,1,11/30/2021,Newbury Equity Partners V,91,3a518052217e0501760f82deed234d8d861638bbe345cef14eacf1ec69db16f1,12/09/2024
11148-49,52530-94,American Honda Master Trust,"Torrance, CA",Corporate Pension,1,11/30/2021,Newbury Equity Partners V,91,6f73b4cc00eaf45df4d21261ff6fff56bcdd170f2c63b9f3c447d538918622ac,12/09/2024
10071-01,155868-67,R. R. Donnelley Pension Plan,"Chicago, IL",Corporate Pension,1,07/09/2019,Invictus Opportunity Fund II,8,9a8c6e0599860583234dae5e834ab6c08182c9781b7426e67edd917f35bc135a,12/09/2024
163540-09,155868-67,R. R. Donnelley Pension Plan,"Chicago, IL",Corporate Pension,1,07/09/2019,Invictus Opportunity Fund II,8,3972359549270fa5100a4aec6bc0fed1144c477506f71dc62e14851ee7ac3a87,12/09/2024
10014-49,11547-37,Första AP-fonden,"Stockholm, Sweden",Public Pension Fund,1,08/01/2024,Net Zero Power Fund,77,2c15d982a22b85f9188743b3879143dd0e13c1880a4f3cb40fd2893d45baa33b,12/09/2024
10768-06,11547-37,Första AP-fonden,"Stockholm, Sweden",Public Pension Fund,1,08/01/2024,Net Zero Power Fund,77,90de958ac55792dd5775c12736d4f1dfdc7f01012d6a901ac9bf28aec54888d9,12/09/2024
11157-76,11547-37,Första AP-fonden,"Stockholm, Sweden",Public Pension Fund,1,08/01/2024,Net Zero Power Fund,77,143f8076b310889620fd58955cb51ad894f9329a1987a7806548e432cc6b4331,12/09/2024
11338-39,11547-37,Första AP-fonden,"Stockholm, Sweden",Public Pension Fund,2,08/01/2024,Net Zero Power Fund,77,327b6436171d51e97188214fe3a284b450f1eeedd339540f346795d72c8d8a05,12/09/2024
11295-73,11552-32,Bowdoin College Endowment,"Brunswick, ME",Endowment,1,01/16/2018,Sequoia Capital U.S. Scout Seed Partners Fund III,3,6d1520efd709d54402fbea57e1a6540bacc306e9befb1cd8e726e52f9b75c20b,12/09/2024
11109-61,223735-78,Calderstone Capital,"London, United Kingdom",Direct Investment,7,01/01/2016,Amadeus TI,7,1f476a2b77f79f2c023f021b6c407a99984e555909479e20789cb728f3173221,12/09/2024
126374-59,436217-23,Transalta Corporation Retirement Plan,"Calgary, Canada",Corporate Pension,1,11/15/2022,Energy Impact Deep Decarbonization Frontier Fund,1,26ccf628ece788e7e0262f549bc4e87d8dd6a40d0d6b98486d6f0d2a43b0053a,12/09/2024
10768-06,65198-80,Delta Air Lines Foundation,"Atlanta, GA",Foundation,1,02/05/2016,SET Fund II,5,e206e0fb6c62e0c327c48be8358a2bce15e767a1433e50b6bbffd71c1aa47bcb,12/09/2024
11295-73,58586-23,DIRECTV Pension Plan,"El Segundo, CA",Corporate Pension,2,11/18/2015,Tritium I,13,700dd92d07176328ba7fe3f2f12fc3c217b924b5744d332c1ae21275a89495e1,12/09/2024
10234-81,467659-27,Carroll Petrie Foundation,"Santa Fe, NM",Foundation,3,11/05/2020,Graham Partners V,33,5072bb07f6671f345bd63958483a9adb4abb8faf6efbe0ac3189eb2a7d5efbef,12/09/2024
60374-26,158148-82,Qualex Base Pension Plan,"Durham, NC",Corporate Pension,1,,Bridgewater Pure Alpha Major Markets II,4,fe5053b8a09c2c81f59a1ac346a267fe9467bc95cfa18a053f60036164349598,12/09/2024
11109-61,170366-23,Lorne Somerville,"London, United Kingdom",High-net-worth investor,1,01/29/2016,Amadeus IV Early Stage Fund,1,47ab3a986f9f4031fa085b120be27241edb66635e1da30979ed1e5e23edfaac4,12/09/2024
11185-21,63109-27,Milwaukee Drivers Pension Plan,"Milwaukee, WI",Union Pension Fund,1,06/18/2024,Hamilton Lane Secondary Fund VI,15,22b63c5e63110f2f62d9e9c86fd4d0d29409bc2b01424c1aed17d0f7d49326c4,12/09/2024
10014-49,98684-11,Jewish Federation of Greater Metrowest New Jersey Employees' Pension Plan,"Whippany, NJ",Corporate Pension,2,04/29/2014,FLAG Energy & Resources Partners III,17,166f656aa8f404dc0d12eb1c687489e80eef099fa695f7f9917d2da3d3d657a8,12/09/2024
10046-80,98684-11,Jewish Federation of Greater Metrowest New Jersey Employees' Pension Plan,"Whippany, NJ",Corporate Pension,2,04/29/2014,FLAG Energy & Resources Partners III,17,222d9294abf5da48dd89e58e215254073d5fecd71670c41834e5177ead3fe1fa,12/09/2024
10014-49,62891-92,Mutual of Omaha Retirement Income Plan,"Omaha, NE",Corporate Pension,1,08/01/2023,Whitehorse Liquidity Partners V,43,9a83f735e88452da0897a8386f4af5da30df52b012d9bdd7894749262d3729b5,12/09/2024
10018-18,62891-92,Mutual of Omaha Retirement Income Plan,"Omaha, NE",Corporate Pension,,08/01/2023,Whitehorse Liquidity Partners V,43,a12c513b10c2b9bafb9f75b86b91bcb00e7fcb31a33af0c1d4150b4ae8cf4951,12/09/2024
10071-01,62891-92,Mutual of Omaha Retirement Income Plan,"Omaha, NE",Corporate Pension,1,08/01/2023,Whitehorse Liquidity Partners V,43,09c50a85d093aeace78c4dd405070f0400ca9a327c167061e5181f456525a142,12/09/2024
10046-80,65268-01,Yale University Plan of Health Coverage for Retired Employees,"New Haven, CT",Corporate Pension,3,06/16/2020,Osceola Fund I,29,8429976961335e8d03b2b76dec486381311578a74ee8b06f1e9e90c79fcd3662,12/09/2024
10234-81,65268-01,Yale University Plan of Health Coverage for Retired Employees,"New Haven, CT",Corporate Pension,1,06/16/2020,Osceola Fund I,29,9f5a69a65993bfb7e0ee445ab3bb0f1d4aaf8c419c310eb1f89516dcd37c2364,12/09/2024
10014-49,129121-39,NG DB MT Alternative Investments Fund,"Falls Church, VA",Corporate Pension,2,06/09/2023,Edgewater Private Equity Fund IV,296,c31f95f3f9802f82a7787f4906d83e5785423f9ad324f0b14c4802f4ed5b49ef,12/09/2024
10018-18,129121-39,NG DB MT Alternative Investments Fund,"Falls Church, VA",Corporate Pension,1,06/09/2023,Edgewater Private Equity Fund IV,296,b98547e5d96770eb6f53c3900ddf1ebb7dc94dace8b0118b1266815f5c181fa0,12/09/2024
10051-21,129121-39,NG DB MT Alternative Investments Fund,"Falls Church, VA",Corporate Pension,1,06/09/2023,Edgewater Private Equity Fund IV,296,d12d8367a08b465c90687e2cbb29f6d38b6c59e2c876013915160fa387fea7d0,12/09/2024
10052-11,129121-39,NG DB MT Alternative Investments Fund,"Falls Church, VA",Corporate Pension,1,06/09/2023,Edgewater Private Equity Fund IV,296,a72bd0478fd194d8cbba4e38793a140eb50909cb132e78152c9481bac9626812,12/09/2024
10071-01,129121-39,NG DB MT Alternative Investments Fund,"Falls Church, VA",Corporate Pension,2,06/09/2023,Edgewater Private Equity Fund IV,296,8f5b0f562736c69cbac5db9ed12b4c9704e81b63f58ef7d8fd0f79d4f109af0b,12/09/2024
10074-61,129121-39,NG DB MT Alternative Investments Fund,"Falls Church, VA",Corporate Pension,8,06/09/2023,Edgewater Private Equity Fund IV,296,ef8f9b32b48335b5282d289aa05c3dbd4dadd649bdea8f23f3240def3187cc5f,12/09/2024
11185-21,129121-39,NG DB MT Alternative Investments Fund,"Falls Church, VA",Corporate Pension,2,06/09/2023,Edgewater Private Equity Fund IV,296,a60388f28f1ebf39566cd4e5f5f2723a746aea409e6e45786075acab746f6807,12/09/2024
11295-73,129121-39,NG DB MT Alternative Investments Fund,"Falls Church, VA",Corporate Pension,2,06/09/2023,Edgewater Private Equity Fund IV,296,01bf29bd4ec31f6676f7cd1306bfd150322c937bc0b1345cb860907eedfc1866,12/09/2024
185891-50,129121-39,NG DB MT Alternative Investments Fund,"Falls Church, VA",Corporate Pension,1,06/09/2023,Edgewater Private Equity Fund IV,296,bf636f33bf0a1dca02f198dd3f3c10c6ea10c0b28f3780bcd4e4602e2684f034,12/09/2024
10014-49,52447-69,Ameritas Life Insurance,"Lincoln, NE",Insurance Company,2,10/17/2019,Northstar Mezzanine Partners VII,54,c5a01939a6485a3ed093dfbdbdfe03a3202eb533c75d1eb64d0da5b9d9735119,12/09/2024
10074-61,52447-69,Ameritas Life Insurance,"Lincoln, NE",Insurance Company,10,10/17/2019,Northstar Mezzanine Partners VII,54,137d9a7aaad7ec84172c24e38eb1cfe5039a17468c9703d5f343b495ff956e8b,12/09/2024
56091-70,481517-92,Fuhrman Family Foundation,"New York, NY",Foundation,2,12/31/2023,Coatue Tactical Solutions CT Fund,14,a834c475c10481798275b9a56acf75f3ff598bcae50fe68aa33ce0faf16d8c5d,12/09/2024
57998-80,481517-92,Fuhrman Family Foundation,"New York, NY",Foundation,1,12/31/2023,Coatue Tactical Solutions CT Fund,14,03fe2092ebd59be170a43c1a451fcaa6e43995ccda91927932e90f0895b22274,12/09/2024
24760-63,222403-24,eQ PE VI North Ky,"Helsinki, Finland",Corporation,1,07/16/2015,Elysian Capital II,3,ddd7092030e09d080502ea1c2d314aee35aa4b709283f32dac22143b6c47f54e,12/09/2024
55003-87,65064-07,Cisco Investments,"San Jose, CA",Direct Investment,,01/29/2021,Decibel Partners I,13,680fb2f2189438d76efb3b40df0e69a8cba3125d3afa4c43c802f87b643f8dcf,12/09/2024
226643-50,65064-07,Cisco Investments,"San Jose, CA",Direct Investment,1,01/29/2021,Decibel Partners I,13,a3d1f8cd50fa42c0790bc9be001f4f27ba9fed56293c853446b3a447c52093b4,12/09/2024
11185-21,58992-40,Georgia Firefighters' Pension Fund,"Conyers, GA",Public Pension Fund,1,08/16/2024,Dover Street XI,19,395f4b23aa999ed0c8b9fa65e4fa88b8129252649f898ae43146adf4d0423885,12/09/2024
11338-39,58992-40,Georgia Firefighters' Pension Fund,"Conyers, GA",Public Pension Fund,4,08/16/2024,Dover Street XI,19,cd44d50dd2111c5f6548d276a28b249d8db1dea3ec6872376c120049762e1972,12/09/2024
10234-81,62993-08,Sullivan & Cromwell Employees' Pension Plan,"New York, NY",Corporate Pension,,01/01/1995,Acacia Venture Partners,2,9ac2899697996c6c0991ec3db9393f1500d6b14dbd3b90f65b29f7c38ec526e1,12/09/2024
105535-18,62993-08,Sullivan & Cromwell Employees' Pension Plan,"New York, NY",Corporate Pension,,01/01/1995,Acacia Venture Partners,2,3709d45bbea557d97867d94d74384bbe83e2d5ee30dce34b20e4ee35e51bd3e1,12/09/2024
10014-49,58686-13,New York State Nurses Association Pension Plan,"Albany, NY",Union Pension Fund,7,12/31/2023,Corbin Private Credit Manager Fund II,320,316d66c36bb255c028c2ddec9df91eae0da4e6922dbc74c834fd15a410fc09f3,12/09/2024
10015-12,58686-13,New York State Nurses Association Pension Plan,"Albany, NY",Union Pension Fund,3,12/31/2023,Corbin Private Credit Manager Fund II,320,e772d91316afa671e13f9513acb325be00fe958a5e84f400cf791dce13ba88f6,12/09/2024
10051-21,58686-13,New York State Nurses Association Pension Plan,"Albany, NY",Union Pension Fund,3,12/31/2023,Corbin Private Credit Manager Fund II,320,9698617a8faa346d2e9b14e24011a09d5ab3444838d88b98c5749cc9456b931f,12/09/2024
10052-11,58686-13,New York State Nurses Association Pension Plan,"Albany, NY",Union Pension Fund,10,12/31/2023,Corbin Private Credit Manager Fund II,320,f32e7f6518579698421abc935ccfb49d3df790f49004e8d38677fbdfdbffb5d1,12/09/2024
10071-01,58686-13,New York State Nurses Association Pension Plan,"Albany, NY",Union Pension Fund,2,12/31/2023,Corbin Private Credit Manager Fund II,320,0dbfdf603f71a98952c41b5c968fed6bed9ba419bd57397bcc67bede162c00e3,12/09/2024
11135-71,58686-13,New York State Nurses Association Pension Plan,"Albany, NY",Union Pension Fund,6,12/31/2023,Corbin Private Credit Manager Fund II,320,da72df519f4fc885bc58f5cfc583c72a0f7d875aab336ab4bc5d0086f2e55763,12/09/2024
11185-21,58686-13,New York State Nurses Association Pension Plan,"Albany, NY",Union Pension Fund,1,12/31/2023,Corbin Private Credit Manager Fund II,320,4297abf762d52ca0ace1d577d608f5acfec1be9cdfa38447ce6e9520b6a793ec,12/09/2024
11296-45,58686-13,New York State Nurses Association Pension Plan,"Albany, NY",Union Pension Fund,1,12/31/2023,Corbin Private Credit Manager Fund II,320,1e3a0d98e4aa7017697336715a39752d360ab7c48096f84f220633405f352662,12/09/2024
